Data,Organisation unit,Period,Value,Numerator,Denominator,Factor,Multiplier,Divisor
LSB: Children under 5 years (Estimated),0811 Xaisathan,2021,1938,,,,,
LSB: Population (Estimated-single age),0710 Xon,2018,17336,,,,,
LSB: Population (Estimated-single age),0710 Xon,2019,17571,,,,,
LSB: Children under 5 years (Estimated),0811 Xaisathan,2022,1933,,,,,
LSB: Population (Estimated-single age),0710 Xon,2020,17809,,,,,
LSB: Population (Estimated-single age),1102 Thaphabat,2018,27903,,,,,
LSB: Population (Estimated-single age),0710 Xon,2023,18444,,,,,
LSB: Population (Estimated-single age),1102 Thaphabat,2017,27472,,,,,
LSB: Children under 5 years (Estimated),0811 Xaisathan,2018,1820,,,,,
LSB: Population (Estimated-single age),0710 Xon,2021,18029,,,,,
LSB: Population (Estimated-single age),1102 Thaphabat,2016,27032,,,,,
LSB: Children under 5 years (Estimated),0811 Xaisathan,2019,1878,,,,,
LSB: Population (Estimated-single age),0710 Xon,2022,18246,,,,,
LSB: Population (Estimated-single age),1102 Thaphabat,2015,26601,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2023,1163,,,,,
LSB: Population (Estimated-single age),1102 Thaphabat,2019,28304,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2022,1177,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2021,1192,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2020,1204,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2016,74167,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2017,75621,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2018,77063,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2019,1980,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2019,78514,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2018,2021,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2019,1220,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2017,2058,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2018,1233,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2017,1244,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2016,2089,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2015,2353,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2016,1253,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2015,72739,,,,,
LSB: Births Live (Estimated),1703 Sanamxai,2015,1109,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2018,8677,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2017,8769,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2019,8845,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2016,8826,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2015,8861,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2021,8527,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2020,8670,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2023,8022,,,,,
LSB: Children under 5 years (Estimated),1105 Khamkeut,2022,8390,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2020,24413,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2021,25049,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0608 Phonxai,2021,8633,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2016,980,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2015,874,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0608 Phonxai,2020,8456,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2018,972,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1104 Bolikhan,2023,1344,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0608 Phonxai,2023,8994,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2022,25696,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2017,976,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1104 Bolikhan,2022,1359,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0608 Phonxai,2022,8817,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2023,26346,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2015,674,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1104 Bolikhan,2021,1372,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2016,746,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1104 Bolikhan,2020,1394,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2019,685,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2020,443,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2017,727,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2022,6683,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2018,706,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2023,6834,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2022,626,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2017,443,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2023,608,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2016,441,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2015,446,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2020,662,,,,,
LSB: Survival under 1 year (Estimated),0108 Sangthong,2021,644,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1107 Xaichamphon,2016,372,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2019,967,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1107 Xaichamphon,2017,343,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2019,445,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2018,445,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1107 Xaichamphon,2018,339,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1107 Xaichamphon,2019,276,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1104 Bolikhan,2019,1413,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2023,923,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1104 Bolikhan,2018,1430,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2022,937,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1104 Bolikhan,2017,1441,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1104 Bolikhan,2016,1428,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2017,22457,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2018,23113,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2020,79980,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2023,1892,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2021,81437,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2015,21131,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2022,1911,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2022,82924,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2016,21796,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2021,1924,,,,,
LSB: Population (Estimated-single age),1407 Lao-ngam,2023,84411,,,,,
LSB: Survival under 1 year (Estimated),1610 Khong,2020,1937,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2021,948,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1604 Pakxong,2019,23765,,,,,
LSB: Survival under 1 year (Estimated),1702 Samakhixai,2020,957,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2023,439,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2022,441,,,,,
LSB: Births Live (Estimated),1705 Phouvong,2021,444,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2021,6003,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2020,5829,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2023,6439,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2022,6183,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2019,6226,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2017,5940,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2018,6083,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2015,5663,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2016,5802,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2020,6380,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1008 Met,2021,6529,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2016,5166,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2015,5001,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2018,5496,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2017,5329,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1802 Thathom,2019,5659,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2017,2795,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2016,2789,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2015,2775,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2018,10948,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2017,10822,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2019,11072,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2016,10688,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2015,10552,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2022,26319,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2023,26398,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2020,26134,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2021,26233,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2019,2780,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2018,2792,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2019,26031,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2017,25761,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2018,25902,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2023,2636,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2015,25400,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2022,2680,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2021,2720,,,,,
LSB: Population (Estimated-single age),0204 Samphan,2016,25585,,,,,
LSB: Children under 5 years (Estimated),1102 Thaphabat,2020,2760,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2021,11308,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2020,11194,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2023,11546,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1007 Xanakham,2022,11427,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2020,14517,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2023,15929,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2022,15429,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2021,14957,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1804 Hom,2021,459,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1804 Hom,2022,454,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1804 Hom,2023,448,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1804 Hom,2020,471,,,,,
LSB: Births Live (Estimated),0404 Nga,2017,1184,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1804 Hom,2018,491,,,,,
LSB: Births Live (Estimated),0404 Nga,2018,1160,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1804 Hom,2019,482,,,,,
LSB: Births Live (Estimated),0404 Nga,2015,1115,,,,,
LSB: Births Live (Estimated),0404 Nga,2016,1205,,,,,
LSB: Births Live (Estimated),0404 Nga,2019,1136,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1804 Hom,2016,468,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),1804 Hom,2017,500,,,,,
LSB: Survival under 1 year (Estimated),1701 Xaisettha (Attapu),2023,838,,,,,
LSB: Survival under 1 year (Estimated),0406 Houn,2019,1987,,,,,
LSB: Survival under 1 year (Estimated),1701 Xaisettha (Attapu),2022,838,,,,,
LSB: Survival under 1 year (Estimated),0406 Houn,2018,1993,,,,,
LSB: Survival under 1 year (Estimated),1701 Xaisettha (Attapu),2021,835,,,,,
LSB: Survival under 1 year (Estimated),1701 Xaisettha (Attapu),2020,833,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2018,7047,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2019,7016,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2016,7047,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2017,7055,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2015,7024,,,,,
LSB: Survival under 1 year (Estimated),0406 Houn,2020,1976,,,,,
LSB: Survival under 1 year (Estimated),0406 Houn,2022,1935,,,,,
LSB: Survival under 1 year (Estimated),0406 Houn,2021,1959,,,,,
LSB: Survival under 1 year (Estimated),0406 Houn,2023,1911,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1304 Phin,2018,18438,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1304 Phin,2019,18971,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1304 Phin,2015,16884,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1304 Phin,2016,17407,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1304 Phin,2017,17923,,,,,
LSB: Births Live (Estimated),1011 Mun,2015,1413,,,,,
LSB: Births Live (Estimated),1011 Mun,2019,1136,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2023,6723,,,,,
LSB: Births Live (Estimated),1011 Mun,2018,1168,,,,,
LSB: Births Live (Estimated),1011 Mun,2017,1198,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2021,6885,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2015,5031,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2022,6805,,,,,
LSB: Births Live (Estimated),1011 Mun,2016,1224,,,,,
LSB: Children under 5 years (Estimated),1104 Bolikhan,2020,6963,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2016,4776,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2017,4528,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2018,4287,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2019,4054,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2017,13392,,,,,
LSB: Births Live (Estimated),0404 Nga,2020,1110,,,,,
LSB: Births Live (Estimated),0404 Nga,2021,1088,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2016,13054,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2015,12713,,,,,
LSB: Births Live (Estimated),0404 Nga,2022,1064,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2019,14108,,,,,
LSB: Births Live (Estimated),0404 Nga,2023,1039,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1305 Xepon,2018,13739,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2023,3907,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2020,3825,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2021,3852,,,,,
LSB: Children under 5 years (Estimated),1403 Toumlan,2022,3881,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2023,13367,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2022,13138,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2015,5656,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2017,5949,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2020,5581,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2021,5649,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2016,5802,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1001 Phonhong,2015,16541,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2022,5720,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2019,6254,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2023,5788,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2018,6099,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1001 Phonhong,2017,16958,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1001 Phonhong,2016,16750,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1001 Phonhong,2019,17378,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1001 Phonhong,2018,17166,,,,,
LSB: Children under 5 years (Estimated),0301 Namtha,2023,6611,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2017,5389,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0706 Xamtai,2020,1111,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0706 Xamtai,2021,1099,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2018,5446,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0706 Xamtai,2022,1078,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2019,5510,,,,,
LSB: Survival under 1 year (Estimated) (Previous year),0706 Xamtai,2023,1053,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0709 Kouan,2015,5735,,,,,
LSB: Survival under 1 year (Estimated),1315 Phalanxai,2015,1092,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1610 Khong,2023,28160,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1610 Khong,2022,27695,,,,,
LSB: Survival under 1 year (Estimated),1315 Phalanxai,2016,1117,,,,,
LSB: Children under 5 years (Estimated),0301 Namtha,2020,6879,,,,,
LSB: Children under 5 years (Estimated),0301 Namtha,2021,6776,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2015,5277,,,,,
LSB: Children under 5 years (Estimated),0301 Namtha,2022,6687,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),0607 Pakxeng,2016,5327,,,,,
LSB: Survival under 1 year (Estimated),1315 Phalanxai,2019,1025,,,,,
LSB: Survival under 1 year (Estimated),1315 Phalanxai,2017,1091,,,,,
LSB: Survival under 1 year (Estimated),1315 Phalanxai,2018,1061,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2021,12926,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2020,12725,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2020,6402,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2022,6699,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2021,6552,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2018,12400,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2017,12248,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0611 Phoukhoun,2023,6847,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2016,12080,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2015,11884,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1001 Phonhong,2023,18174,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1610 Khong,2021,27235,,,,,
LSB: Women 15-45 years (Estimated) (Td target group),1404 Lakhonpheng,2019,12556,,,,,
LSB: Women 15-49 years for FP target group (Estimated),1610 Khong,2020,26789,,,,,
LSB: Women 15-49 years for FP target group (Estimated),0709 Kouan,2016,5942,,,,,
